InputStoryid	InputSentence1	InputSentence2	InputSentence3	InputSentence4	RandomFifthSentenceQuiz1	RandomFifthSentenceQuiz2	AnswerRightEnding
627654fb-5f7e-4272-a114-6310d451f193	O pai e a nai de Gina estaban sentados no garaxe.	Tiñan a porta aberta e puideron ver os seus coches na entrada.	A súa sobriña estaba sentada no coche do seu pai no asento do condutor.	Gina quedou sorprendida de que os seus pais deixasen aos nenos xogar no coche.	Gina decidiu deixar que a súa sobriña perforase o coche.	Gina díxolle a seu pai o perigoso que era para a súa sobriña.	2
70fde0ff-9776-4cd0-a2f7-0044ed05491c	Hai pouco fun ao zoo cos meus amigos.	Estamos alí e entramos xuntos.	Vimos moitos animais, como xirafas, monos e elefantes.	Incluso poderiamos alimentar as xirafas.	Despois da viaxe, fomos moi felices a casa.	Despois saímos do mercado e fomos a casa.	1
39ec0a97-fd2f-46cf-95e3-a2c6db74f022	Jennifer decidiu que necesitaba un día libre de traballo.	Chamou para informar de que estaba enfermo e foi á praia.	Pasou todo o día na praia e queimouse co sol.	Ao día seguinte, o seu xefe entendeu que se queimara co sol.	O xefe de Jennifer deulle un aumento.	Jennifer estaba preocupada se o seu xefe a disparou.	2
2f5df0db-37ec-47b4-867c-dc49661bfe2f	Guillermo tiña unha bola de xoguete.	Levaba o balón por todas partes.	Un día, tiven que ir á escola.	A súa nai colleu o balón.	Guillermo estaba moi feliz.	Guillermo era moi molesto.	2
35dd81de-9d73-431c-96a1-fb19b59eca7f	Juan e Eduardo fixeron unha aposta para ver quen conseguiu máis doces en Halloween.	Deixaron a casa de Juan ao mesmo tempo tomando direccións diferentes.	Tiveron dúas horas para reunir tantas como puideron.	Cando regresaron a casa pesaron as maletas.	Juan conseguiu máis.	Juan foi a xogar ao golf.	1
1b06e78a-3f2e-4445-a72f-780b27f3f40d	Brandon levantouse esta mañá cun dente menos.	Entusiasmado, correu á habitación dos seus pais.	Brandon saltou na súa cama.	Volveu á súa habitación e colocou o dente baixo a almofada.	Ao día seguinte, Brandon levantou a almofada e atopou 50 céntimos.	Brandon mercou unha barra de chocolate.	1
0da38645-9c97-407e-9ef3-5a2058ebcd9e	Elsa sempre quixera unha nova piscina.	Pediu aos seus pais durante anos para mercar un.	Ao final, acordaron e permitíronlle ter un.	Elsa estaba moi feliz e non o podía crer.	A Elsa non lle interesaba a piscina que os seus pais mercaran.	Elsa encantoulle a súa nova piscina.	2
669aa4cd-bc3e-4c4e-acf7-f406844d697c	A Ricardo gustáballe comer fariña de avea con chocolate.	Non obstante, o seu amigo propuxo usar cacao de mellor calidade.	Ricardo era só cartos.	Pero decidiu mercar un cacao máis caro en po por unha vez.	O sabor pagou a pena.	Ricardo quedou moitos cartos.	1
74c29734-503c-4412-8716-bdeac83ee64a	Ana e Tania foron amigas durante máis de 20 anos.	Eles compraban xuntos.	Tania recibiu unha chamada do banco sobre as acusacións feitas na súa tarxeta ATM.	Chamou a Ana e díxolle que alguén estivera usando a súa tarxeta.	Ana e Tania continuaron mercando.	Ana e Tania decidiron deixar de mercar e centrarse no problema.	2
7c079852-8137-49e1-96f7-ff6ae8c1b904	Amy estaba nerviosa polo seu primeiro concerto de violín.	A súa parte era coñecida, pero tiña medo de que a súa mente permanecese en branco.	Xa no escenario, monta os ollos e respirou profundamente.	O seu arco bailaba nas cordas.	Amy lanzou o instrumento ao chan.	Amy interpretou unha actuación marabillosa.	2
f9b8a4d5-c5bb-44e6-95be-1bcc52af40db	Viviamos xunto a un estanque de xeo.	Conxelouse no inverno.	Un día, o meu amigo José levou ao seu fillo de 3 anos ao estanque.	José deslizou ao seu fillo coma se fose unha pedra de curling.	José deixou ao seu fillo sen supervisión para ir a Florida.	O fillo de Joseph non deixou de rir durante horas.	2
0a7b177b-7671-40ba-9a36-72ef45b651a6	O pai de Gina levantouse furioso do soto.	Atopou drogas na cama dos seus irmáns adolescentes.	Que pasaría se un destes nenos atopase esas drogas?	Para o seu pai, esta foi a gota que encheu o vaso.	O pai de Gina castigou a todos durante un mes.	O pai de Gina estaba orgulloso.	1
13fb2312-d2ad-4561-8a05-7513e63442bc	Carolina baixou toda a vida.	Nunca puido chegar á estantería máis alta da tenda.	Gregorio a viu intentando.	El achegouse e axudouna.	Ela rexeitou a axuda e marchou.	Acabaron tendo unha cita esa noite.	2
b977b147-cd0a-49a5-89c7-fee9f7eaa9be	Gina tivo que decidir que ía escribir un discurso.	Non tiña nin idea de onde comezar.	Gustáballe o peixe e pensou que isto sería un bo problema.	Decidiu que escribiría un discurso sobre os golfiños.	Foi á biblioteca para obter información e ofrecer un gran discurso.	Gina foi pronto despedida como adestrador de golfiños.	1
f6830a2a-5ab0-47fa-812d-703362717fb5	A Samuel encantáballe ler antigas historias de ciencia ficción.	Recolleu libros de H. G. Wells e Julio Verne.	H. G. Wells foi o seu favorito.	O seu pai deulle unha copia de `` A illa do doutor Moreau ''.	Samuel non puido ler.	Encantoulle!	2
928d6e7d-0b05-4027-aadd-49f08b02ea60	David era un gran futbolista.	Estaba nervioso polo seu seguinte xogo.	Un Cazatalentes ía estar alí.	Esta festa ía determinar o seu futuro.	David esperaba xogar moi ben.	David non lle importou ese xogo.	1
22a2498f-c807-40bc-9901-49da861f14f1	Linda foi a mercar iogur conxelado.	Viu iogur branco e supuxo que era vainilla.	Encantoulle a vainilla, así que a tomou.	Intentouno e era horrible.	Linda quedou moi decepcionada.	Linda estaba moi satisfeita.	1
16c3e3c9-c7fb-4c0a-9a22-65e9209fc338	O venres pasado foi a primeira carreira de Tad Dunkin en NASCAR.	Estivera esperando este momento ao longo da súa vida.	Estaba facendo sorprendentemente ben para ser novato.	Entón perdeu o control e estrelouse contra unha parede.	Tad resultou ferido grave.	O coche de Tad estaba nun gran estado.	1
8290bb38-7526-410d-b63b-84b2019d4657	A Dani gústalle ir de Pícon.	Paula é a moza de Dani.	Un día, Dani tomou a Paula de Pícnic.	Pasouno ben.	Paula decidiu cortar con Dani despois do picnic.	Dani estaba feliz de compartir con ela a cita pícónica.	2
32075b85-b08a-4503-ac1a-f8d92d2fa29f	O pelo do meu peito estaba descontrolado.	Decidín que tiña que usar un cortador.	Entrei na ducha e comecei a afeitalo.	O pelo comezou a enchufar o desaugadoiro porque había moito.	Decidín volver a golpear o pelo.	Decidín afeitalo.	2
03ba1bda-c31e-4201-92bc-b5b35b3f0aad	Tiven un ataque cardíaco en 2011.	Pasei 8 semanas en hospitais e centros de rehabilitación.	O persoal deume avea todas as mañás.	Cando me descargaron, seguín comendo fariña de avea.	A avea converteuse na miña comida favorita.	Odiaba a avena e nunca máis comín.	1
6b9941a8-213c-4e54-98f5-81e437bd2926	Carlos tiña un can branco grande.	Non lle gustou a aparencia do can.	Carlos reflexionou sobre como podía cambialo.	Pintou can rosa.	Estaba moi satisfeito.	A nai de Carlos enfadouse moito.	2
aaa5c492-d3b2-40a7-bbd5-6b8e21e1003c	Kelly mercou un libro para ler nun avión un día.	Tiña dous voos longos e non tiña nada que facer.	O libro absorbeuno durante o voo.	Pero cando cambiou o seu avión, notou que se esquecera!	Kelly estaba triste.	Kelly non sabía ler.	1
c73cbbee-b51a-42f0-a3d8-22b8fc732b4e	Eva estaba enfadada porque tiña que levar un chaleco na piscina.	Quería nadar sen chaleco, como o seu irmán.	Preguntoulle a súa nai se podía ir ás clases de natación.	Eva foi ás clases durante 6 semanas e aprendeu a nadar.	Estiven moi feliz por non ter nunca un chaleco.	Estaba molesto por ter que levar un chaleco de novo.	1
8a3f1af2-3913-4a4a-a234-136733984d4a	Toni estaba envolvendo agasallos de Nadal.	Pero perdeu o rastro do que era para cada un.	Entón, puxo etiquetas erróneas en agasallos.	No Nadal, Toni deu un agasallo ao seu fillo.	O seu fillo recibiu o que quería e estaba moi feliz.	O seu fillo quedou perplexo cando desenvolveu unha casa de bonecas.	2
1642a31d-5568-4ec6-9004-7470b35360f7	O doutor Shell di que ten sobrepeso.	Recomendoulle unha dieta e exercicio.	Un día, Concha apuntou ao ximnasio.	Ao día seguinte, Concha quedou decepcionada ao non ver cambios.	Estaba orgulloso do seu corpo.	Contratou a un adestrador persoal para axudalo a alcanzar os seus obxectivos.	2
622e662b-22b6-4322-898b-eb80d298fa47	Jana era paranoica e valorou a súa privacidade.	Foi ao centro comercial para atopar un filtro de privacidade.	A tenda móbil, atopou unha que encaixaba no seu teléfono.	Fíxolle instalar o filtro de privacidade.	Compartiu o seu número de teléfono con todos os seus amigos.	Isto axudoulle a sentirse máis relaxado.	2
9ee3ad28-6f2c-4706-afac-f819a66d1900	O bebé da muller choraba na tenda de alimentos.	Non podía deixar de chorar durante varios minutos.	A nai quedou furiosa e golpeouna.	Varias persoas comezaron a discutir coa nai.	A xente denunciou á nai á policía por maltrato infantil.	A xente entendeu a nai e díxolle que estaba ben feita.	1
71770122-dc12-4954-84d5-273e789321e3	Jennifer quería aprender a montar.	Foi a unha potencia local.	Despois dunha clase rápida, subiu ao cabalo.	Un sentimento de alegría aproveitouna mentres galopaba a pista.	Non quixo volver a cabalo a cabalo.	Decidiu que volvería pronto para recibir outra clase divertida.	2
4ca3ce4c-637e-45e8-9d94-d0da28effc6a	Kurtis decidiu saír do campamento.	Conduciu ás montañas e atopou un campamento.	Comezou a montar na tenda.	De súpeto, apareceu un oso marrón e comezou a achegarse a Kurtis.	Kurtis tremía de medo.	Kurtis riu e comezou a bailar arredor da fogueira.	1
237a2426-779d-4d2f-8878-cc1d9895ed5d	Neil viaxou por Asia.	Agora estableceuse cara ao sur, cara a Australia.	Neil realmente quería ver a cultura australiana.	Estaba emocionado de ver animais exóticos e persoas!	Sempre quixo navegar baixo o sol de California.	O seu momento favorito ocorreu cando tivo que alimentar unha cría de koala.	2
4014fd4e-036c-4e93-973f-3eb49ce21fda	José necesitaba cartos.	Preguntou a Jaime cincuenta dólares.	Jaime non quixo darlles.	Díxolle a José que busque un traballo.	José estaba moi feliz de que Jaime lle prestase o diñeiro.	José atopou un traballo, polo que xa non tería que pedir cartos.	2
7acc2db4-2324-4bf5-ba56-194007e0bb65	Gina se metera nun desastre por algo que a súa irmá fixera.	Os seus pais fixérono responsable de ser a máis grande.	Gina pensou que era moi inxusto.	Foi á súa habitación e sentouse só esperando unha desculpa.	A súa irmá entrou e pediu desculpas.	Gina parecía ser moi divertida.	1
b753ce86-ad90-4ca9-8816-215f0f968a30	Ana encantoulle o bolo.	Todos os sábados ía á pastelería.	A Ana encantoulle mirar os fermosos bolos.	Un día, unha señora convidouna a entrar.	Ana sentíase ofendida pola invitación da señora.	Ana entrou e observou como se fixeron os bolos.	2
001df42a-7c6c-4bee-bbb8-21950fe87d2c	Kelly e os seus amigos foron a unha nova xeada.	Estaban desexando probar os novos sabores.	Un dos sabores era Wasabi.	Aínda que parecía repugnante, era rico.	Kelly alegrouse de probar novos sabores.	Lanzouse.	1
2e80030a-9ade-4fdb-b693-444100733c1b	Rory era alérxico ao glute e ás fresas.	Un día no colexiado, sentouse a comer.	Abriu o seu disparo e viu unha fresa abraiada.	A súa nova madrastra preparara comida por primeira vez.	Ese día, Rory tivo que mercar comida na escola.	Rory á parella de.	1
c57088f8-7a4e-4826-9d91-2065f345a4ee	Un rapaz necesitaba aprender a conducir.	Preguntoulle a seu pai e díxolle que si.	Comezaron a buscar o seu primeiro coche.	Atoparon un coche con boa ollada nos anuncios do xornal.	O rapaz mercou unha bicicleta.	Mercaron o coche.	2
fa89b431-41a6-4ab5-a1bf-f244f1c0ad85	Lynn díxolle ás súas amigas que ían arruinar.	O problema era volver a entrar.	O seu pai estaba na cociña.	As mozas entraron no soto por unha xanela aberta.	O seu pai atrapounos e berrounos.	O seu pai saudounos cariñosamente cando regresaron da súa viaxe.	1
2b38b3ba-ce90-414e-8114-88f601631444	Tory estaba farto de calor.	E non tiña aire acondicionado na casa.	Recolleu todo o diñeiro que puido e foi a mercar un.	Pero cando saíu, sentiu que a choiva cae.	O tempo fíxose demasiado cálido e seco para que saíse o conservador.	Tory tivo que esperar un pouco para mercar un dispositivo de aire acondicionado, pero xa era máis frío.	2
0aaf9d2e-61a6-4091-b9cf-d009dd78c466	Kim levaba semanas traballando máis duro.	El aprendera que había un aumento dispoñible na súa compañía.	Incluía unha nova oficina e grandes beneficios.	Finalmente, todo o seu traballo pagou a pena e ofreceulle a promoción.	Estiven feliz polo ascenso.	Estaba triste de ascender.	1
17591570-15e0-496c-b717-90d1993edc26	O garda do zoo pechou o zoo pola noite.	Pero non comprobou a gaiola de rinoceronte.	Non estaba ben pechado.	O rinoceronte escapou!	O vixilante estaba contento cando viu o rinoceronte durante a súa gaiola.	Na mañá seguinte, nas noticias os rinoceronte quedaron sen desembocadura.	2
2ab4f4dc-7b16-45f5-8b72-99d8d10be148	Hoxe comprei unha nova lámpada.	Aínda teño que colocalo.	Non estou seguro de onde poñelo.	A miña nai cre que debería poñela na esquina.	Puxérono no medio da habitación como suxeriu a miña nai.	Puxérono na mesita de noite da esquina.	2
187b118c-c70b-4afb-9b41-5c1e09887858	Hai moitos anos, Estados Unidos non era un país.	Pola contra, as persoas que vivían alí formaban parte de Inglaterra.	Decidiron que querían ter o seu propio país.	Houbo unha longa guerra, pero, ao final, derrotaron.	Despois duns anos, os estados decidiron volver a Inglaterra.	Esta guerra chamábase a Revolución Americana.	2
765b576d-0989-450d-93df-1b2d6c329a0c	Cole tiña un xardín cheo de verduras.	Tiven tantos que tería que lanzalos.	Comezou a levar as verduras que deixaron sobre a igrexa local.	Na igrexa agradeceron a Cole a súa amabilidade.	Cole era molesto porque todas as súas verduras debían ser desperdicios.	Todos os membros asinaron unha tarxeta de agradecemento por Cole.	2
9923091f-49f3-4ce5-bd9c-fd01f284bfde	Estiven esgotado durante todo o día na escola.	Estaba durmido mentres o profesor español explicaba os acentos.	Na comida, decidín descansar nos postos de fútbol americano.	Ademais, quedei durmido no autobús de volta á casa.	Decidín pasar a noite vendo películas.	Deiteime pronto.	2
6b666c82-cfcd-4447-ba48-f91fcb27c170	Bob fantasía mentres conducía.	De súpeto apareceu un cervo na estrada diante do seu coche.	Bob chocou contra o venado!	Os cervos e parachoques dianteiros de Bob foron destruídos!	Bob quedou atónito e tivo un corte na testa.	Despois, Bob estaba nervioso por montar a cabalo.	1
11abdce5-a150-4ea4-b76b-4ff36b7b0f6c	Fun a Las Vegas.	Decateime de que me encantan as máquinas tragamoedas.	Pasei moito tempo xogando nelas.	Gastei moitos cartos.	Enfadeime cando perdín todos os meus cartos.	Aledeime de non ter gastado moitos cartos nas tragamoedas.	1
b29a15ca-1fdf-42a3-b443-50c33f297318	Chelsea ía casar a semana seguinte.	Necesitaba a alguén que a levase ao altar.	O seu pai estaba descartado porque era un cabrón abusivo.	Realmente non sabía que facer.	Preguntoulle ao seu pai, porque sempre fora moi bo con ela.	Decidiu preguntarlle ao seu irmán, que estaba encantado de facelo.	2
5ae5571c-31f7-4d79-86f2-3c7fa9ffb6c7	Austin necesitaba obras de arte para o seu apartamento	Foi a algunhas galerías de arte no centro para buscar inspiración.	Nun momento tivo unha idea.	Foi a internet e mercou algúns materiais.	Austin foi ao parque e xogou co seu can.	Austin fixo varios debuxos similares aos que vira.	2
ca031156-7d79-4928-81b5-3f9eb0cced80	Robert e Sharon coñecéronse no campamento da banda cando estaban no Instituto.	Para cando se graduaron xa tiñan pensado casar.	Agora están esperando polo seu primeiro bisneto.	Sharon non pode crer que o tempo pasase tan rápido.	Pero hoxe está tan feliz como o día en que se coñeceron.	Pediu o divorcio ao día seguinte.	1
1734a9b5-938b-414f-8718-450d13658cb2	En 2005 fun á Universidade de St. Anselm a xogar ao xadrez.	A miña amiga era profesora alí	O seu compañeiro, que tamén xogaba ao xadrez, tamén xogou contra nós.	Levaba unha gran racha e non perdín ningunha partida	Seguirei xogando ao xadrez á espera de adversarios competentes.	Creo que vou comezar a xogar ao fútbol americano.	1
264662c6-4f40-4f03-93d1-335a268e52c5	Izzy é doutora.	Preocúpase demasiado polos seus pacientes.	Un día, namórase de Denny, un dos seus pacientes.	Denny morre dun aneurisma.	Izzy está devastada.	Izzy está feliz.	1
609a7d44-9a1c-4585-b0f4-5ac7d9fc1f8f	Larry sempre quixo sentirse máis forte.	Deuse conta de que varios estudantes facían pesas.	Larry decidiu facer pesas tamén.	Comezou con pouco peso, pero, pouco a pouco, probou coas máis pesadas.	Co tempo, Larry volveuse máis forte.	Larry estaba avergonañdo polo que fixera.	1
e242bc6e-470b-4ed9-ac96-48a4d38b11ef	O meu compañeiro de piso tivo unha entrevista de traballo.	Estivo practicando todas as noites a semana anterior para asegurarse de que estaba preparado.	Cando chegou o día, puxo a mellor roupa que tiña.	Estivemos esperando expectantes para ver que acontecería	Recibiu unha chamada poucos días despois dicíndolle que conseguira o traballo.	Entón, o meu compañeiro de piso recibiu unha chamada para que lle dicía que estaba despedido.	1
5d10d46d-83a9-4468-9b05-8bdabdc5ea92	Gertrudis tiña fama de torpe e rara.	Os seus amigos pensaron que practicar algún deporte podería axudala.	Decidiu presentarse ás probas para entrar no equipo de fútbol do colexio.	Saíu ao campo e tropezou inesperadamente co balón.	O equipo de fútbol felicitouna e déronlle un posto no seu equipo.	Por suposto, non a aceptaron no equipo de fútbol.	2
b083a25d-a3c3-47be-8879-949b475d13f6	Leese estaba camiñando soa preto do bosque.	De súpeto caeu e non podía camiñar	Gritou pedindo axuda, sen resultados.	Arrastrouse cara á rúa para deter a alguén.	Leese estaba doída.	Leese estábase divertindo.	1
041399bb-cd42-4cda-b36b-1917f222c0ba	No outono, Susana plantou algunhas sementes de flores no xardín	Durante o inverno, esquecera que as plantara.	Cando chegou abril, apareceron pequenas flores en todo o xardín.	Para protexer o novo xardín do seu can, decidiu cercalo.	Despois desenterrou todas as flores.	Ao pouco, Susana tivo un fermoso xardín.	2
c012fc36-7315-46e0-8e7c-d262a09a423f	Fun botar unha sesta antes do traballo.	En canto me deitei, soou o teléfono.	Era o meu amigo, que non deixaba de falar dun novo xogo que comprara.	Mentinlle e díxenlle que chamaran á porta	Non puiden durmir porque estaba descontenta ao ter mentido.	Así que o meu amigo marchou e foi a casa.	1
1bb0fd0c-f2a7-4877-9259-dc36914b40a7	Jennifer tiña fame un día de choiva.	Buscou na súa casa, pero non había moito.	De súpeto, decatouse de que había unha lata no andel.	Veuna e era sopa de polo con fideos.	Jennifer abriu a lata e comezou a comer.	Jennifer non atopou nada para comer e quedou con fame.	1
847fb1fc-aa6c-443c-98aa-fd4af3847c73	Noah mercou un libro antigo na tenda de segunda man.	Levouno a casa e comezou a lelo.	Mentres o facía, algo caeu de entre as páxinas.	Noah agachouse curiosa e colleuno, abrindo ben os ollos.	Continuou lendo o libro.	O que había entre as páxinas do libro era un trevo de catro follas!	2
49500220-b926-41dd-9347-0edb6829edeb	Gina non podía abrir a mangueira.	A billa non tiña mango.	Non atopou o mango na casa.	Ao final foi mirar ao garaxe.	Gina preparou algo para comer.	Gina atopou o mango na lavadora.	2
dea3f3e4-98c4-4614-ab9f-e370785fc7fc	Atopei un sobre con 600 dólares hoxe no correo.	No entanto, era do meu veciño.	Decidín darlle o sobre en vez de quedar con el.	Agradeceume a miña xenerosidade.	Son mentireiro.	Son honesto.	2
f560dccd-209b-43fd-8bb7-6629e8a30823	Antes de marchar, prometeu que un día volvería.	Tiña cousas importantes das que ocuparse lonxe.	El botábaa de menos e ela a el.	Algún día volvería, díxose a si mesmo.	Esperaba que nunca volvese.	Un ano despois, volveu.	2
0d1aec48-f891-4611-80b2-b10476ea4776	Oliver necesitaba unha nova radio.	Pero non sabía nada delas.	Fixo que un amigo o axudase a escoller unha.	O amigo era profesional e atopoulle unha boa oferta.	Oliver estaba farto dos consellos non desexados do seu amigo.	Oliver estaba agradecido ao seu amigo.	2
dbd1c07c-3bbd-4753-bd93-6b7400eb2c64	Tommy chamou á rapaza que se sentaba xunto a el na clase.	Preguntou se pensaba que a clase era boa.	Ela engurrou as cellas e díxolle que estaba nunha relación.	Tommy deuse a volta inmediatamente.	Tommy decidiu pedirlle unha cita á moza.	Tommy estaba moi avergoñado.	2
d93e5577-5d08-414e-8b8f-c2c844234408	Helen vivía no estado de Washington.	Helen quería visitar Canadá.	O coche de Helen averiouse o día da súa viaxe.	Helen decidiu que non era posible facer a viaxe.	Helen quedou na casa e pensou en ir outro día.	Helen pasou unhas marabillosas vacacións en Canadá.	1
b4ea7a6d-e563-42e8-8b12-ab636510d1ae	Hoxe Sarah participou nunha carreira.	Tiña que correr máis de tres quilómetros para chegar á liña de meta.	A carreira foi moi difícil para ela.	Non era rápida, pero seguiu perseverando ata que rematou.	A Sarah dáballe pereza.	Sarah aledouse de ter rematado.	2
ce784ff4-4411-43ae-8789-7dcd07692029	A vila organizou un concurso de saltos de cans.	Instalaron unha gran piscina ao aire libre con chanzos.	Moita xente veu mirar e facer fotos.	Cada can turnábase para correr e saltar á auga.	Os cans atacaron á xente.	Todos o pasaron ben, incluso os cans.	2
d35e7dfc-d3cf-40b2-8b67-b92572b74222	Fomos de safari coa esperanza de ver os cinco grandes, que é o obxectivo de todos.	Despois de dez días, viramos todo menos un leopardo.	Escoitamos a alguén dicindo que vira crías de leopardo na viaxe de hoxe.	Sentímonos moi decepcionados e preguntámoslles máis tarde.	Queriamos perder os leopardos.	Queriamos ver un leopardo.	2
84c97f08-5998-4059-b2e6-26307c70a656	Albert era un mozo que acababa de obter o certificado de RCP.	Decidiu celebralo saíndo a comer.	Mentres estaba no restaurante, outro cliente comezou a asfixiarse coa comida.	Albert apresurouse a ir ao seu lado e rapidamente fíxolle a manobra de Heimlich.	Albert salvou o día.	Todo o mundo se enfadou con Albert.	1
a08255cb-edc5-49e5-a10c-a0f581a2bfe2	A miña filla acertou todas as palabras do seu exame de ortografía o luns.	Por iso non ten que facer a proba posterior o venres.	Estaba moi emocionada cando me ensinou o seu exame.	Díxome que non moitos dos outros nenos as acertaran todas.	A miña filla fixo a proba posterior o venres.	A miña filla estaba moi orgullosa de si mesma.	2
e8ccddc5-f4e5-434f-9a41-b17997d426bf	Harry acababa de mudarse a Inglaterra.	Os seus novos amigos dixéronlle que probase fish and chips.	Así, Harry decidiu ir ao mercado a comprar fish and chips.	A Harry encantáballe o fish and chips!	Por desgraza, sentáronlle moi mal.	A Harry pareceulle que o bisté estaba delicioso.	1
e948a9b0-1f8a-4166-b43a-757387ea6ca0	Un día, Sam e John saíron a xogar a Frisbee.	Ao chegar ao campo, había un partido de fútbol americano.	Sam achegouse a eles e pediulles que tamén os deixasen xogar a el e a John.	Despois duns minutos de charla, aceptaron e todos xogaron un tempo.	Despois todos foron a casa.	Sam e John fuxiron do grupo de rapaces.	1
5a797fa1-07d2-47f6-b160-36e10ae5e63e	Tina está moi cansa cada mañá.	Non dorme o suficiente debido aos seus dous traballos.	Tina decide deixar un dos traballos.	Agora dorme o suficiente para traballar todos os días.	Tina está ben descansada.	Tina está máis cansa que nunca.	1
c9ed6b56-0a08-4b0b-bb46-4a05856c6b3f	Jaris quería recoller algunhas flores silvestres para o seu floreiro.	Foi ao parque estatal.	Recolleu moitos tipos de flores.	Jaris non se deu conta de que se trataba dun parque nacional.	Jaris recolleu flores dun parque estatal.	Jaris meteuse nunha lea e pediu desculpas sinceras.	2
b4e4e9db-8cc5-4b39-a4c7-894ed6af9c79	A miña filla ten unha lista de cousas que facer antes de cumprir os 40 anos.	Só ten 30.	Un deles era ler a Biblia do principio ao final.	Decidín ler de novo a Biblia para apoiar á miña filla.	Quero que a miña filla deixe de ser cristiá.	Quero que a miña filla teña unha vida espiritual.	2
d59da61f-1141-4c74-8e7c-1e11ff2d21c8	Micky sempre quixo perder peso.	Probou dietas de moda sen conseguilo.	Comezou a reducir as súas calorías e a facer máis exercicio.	Despois de dous meses, Micky comezou a ver resultados.	Estaba moi orgulloso do seu duro traballo.	Micky quedou moi decepcionado.	1
7d177568-fd50-4c13-a5a5-929a12e765c5	Amy chamou a Kim.	Quería saber por que Kim estaba a ser maleducado con ela.	Kim estaba celoso do mozo de Amy.	Amy aceptou as súas desculpas.	Amy díxolle a Kim que era unha gran perdedora.	Decidiron que nunca deixarían que un rapaz se interpuxese entre elas.	2
ed31c050-341d-4ae2-9ec5-55da770d5e5b	Lauren terminou cansa o seu turno de noite no bar.	Normalmente gustáballe coller o autobús para volver a casa desde o traballo.	Porén, esta noite decatouse de que a lúa estaba fermosa.	Dirixiuse a casa felizmente baixo a lúa brillante.	O home de Lauren aledouse de vela renovada.	A Lauren gustaríalle ter collido o autobús para volver a casa.	1
c6637931-907e-452e-aa57-299e8801d648	Noah estaba xogando na súa casa da árbore.	Decidiu baixar a pasar o día.	Pero entón viu que a súa escaleira caera e estaba no chan!	Noah non tiña forma de baixar da casa da árbore!	Aledouse moito.	Chamou a seu pai a berros.	2
05fa2554-9bb2-4abc-954f-6e21b2e52a5b	Había un neno cunha pistola de pintura.	Gastou toda a súa munición.	Estaba nas trincheiras intentando que non o visen.	Finalmente, correu cara á bandeira.	O rapaz decidiu ir a nadar.	Os outros membros do equipo disparárono.	2
8d833f98-114a-420f-adb2-53884b813034	Celina é moi vella.	Sempre lle doen os cadrís.	Cústalle camiñar.	Un día conseguiu un andador.	Axudoulle moito.	Celina non ten pés.	1
048f5a77-7c17-4071-8b0b-b8e43087132d	Neil estivo de visita en Limerick, Irlanda.	Alí, contemplou un fermoso espectáculo.	Viu o enorme e fermoso río Shannon.	Despois duns minutos, coincidiu cos veciños.	O río Shannon era fermoso.	Ese Neil era moi estúpido.	1
57046c72-5c39-47b4-88a1-6984ad1ac6b8	O equipo de Jay estivo practicando toda a semana para o gran partido.	Ningún dos xogadores parecía saber o que estaba a facer.	O equipo de Jay perdeu o partido por goleada.	Jay mercoulle unha pizza ao equipo por terse esforzado tanto.	O equipo preguntoulle a Jay se podían comer hamburguesas no seu lugar.	O equipo devorou ​​a pizza e deulle as grazas a Jay.	2
dac71653-f4b0-4445-806c-ae724a693373	Rachel quería unha nova maquillaxe.	No entanto, faltábanlle cartos para mercalo.	Foi á tenda e meteu no bolso un lapis de ollos.	Saíu da tenda sen que ninguén a atrapase.	Rachel foi a casa e púxose o delineador de ollos.	Raquel tirou o delineador de ollos ao lixo.	1
5508c74e-4105-4b4b-805f-372aa58429ea	Maxine está cansa de mollarse sempre cando chove fóra.	Considera mudarse a un lugar sen chuvia pero decide non facelo.	Finalmente, Maxine compra un novo e estupendo paraugas vermello.	Encántalle o seu novo paraugas e lévao a todas partes.	Múdase ao deserto.	Agora está feliz cando chove.	2
a24013a2-ef41-41c2-9f7e-6a709b0ae280	Un día, Misty viu algo estraño na igrexa.	Alguén deixara un adorable e peludo gatiño na porta da igrexa.	Misty e a súa nai levaron o gatiño a casa e chamárono Huckle.	Huckle resultou ser un gatiño moi divertido ao que lle gustaba xogar con bolsas.	Misty alegrouse de adoptar o gato.	Misty non quería o gato.	1
c9c7f614-e8c1-4b07-890d-2b0ffc19cd47	Derek está canso de vivir na casa dos seus pais.	Un día, o seu amigo propuxo que fosen vivir xuntos.	Díxollo aos seus pais.	Esa noite, recolleron as súas cousas.	Derek alegrouse de marchar por fin.	Derek non quería marchar.	1
3acd901f-fea5-46fc-b7da-d9df8b42fe4d	Verónica sabía que necesitaba desesperadamente beber máis auga.	Non quería recorrer aos produtos en po con sabor.	Mentres buscaba ideas en internet, atopouse cun infusor de froita.	Pediu a botella fría que contén froita para aromatizar a auga.	A Verónica non lle importaba o seu benestar.	Verónica intentaba vivir dun xeito máis saudable.	2
1ee7c673-6fe4-415b-a1ac-75a6d9b25112	Despois da escola, Alex foi á casa do seu amigo para xogar a videoxogos.	Alex non tiña videoxogos, así que estaba entusiasmado.	Alex sempre perde cando xoga contra o seu amigo.	Non obstante, non lle importa porque Alex sempre se divirte.	Alex odia xogar a videoxogos.	A Alex gústalle xogar a videoxogos.	2
